ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0003735	structural constituent of ribosome	24/640	150/13763	1.05199905690137e-07	4.12404672770029e-05	3.98196857674216e-05	RPL23A/RPS18/RPS13/RPL18A/RPL8/RPLP1/RPL36/RPL29/RPL15/RPL7A/RPL38/RPL4/RPL12/RPL28/MRPL14/RPL36A/RPL23/RPS20/RPS14/RPL11/RPL35/RPL10/RPL5/RPL17	24
GO:0005201	extracellular matrix structural constituent	24/640	151/13763	1.19711080629907e-07	4.12404672770029e-05	3.98196857674216e-05	DCN/BGN/LAMC2/COL17A1/OGN/POSTN/FBLN5/PRELP/MFAP2/FMOD/LUM/DPT/PRG4/SPARC/FN1/MFAP5/COL1A2/SRPX/VCAN/COL1A1/FBLN1/MMRN2/LAMA3/PCOLCE	24
GO:0030021	extracellular matrix structural constituent conferring compression resistance	8/640	17/13763	3.50475771238326e-07	8.04926021277354e-05	7.77195394465339e-05	DCN/BGN/OGN/PRELP/FMOD/LUM/PRG4/VCAN	8
GO:0001216	DNA-binding transcription activator activity	37/640	361/13763	5.42874588599982e-06	0.000851406275616808	0.000822074350607017	IRF6/TP63/GRHL3/ESR1/HLF/IRF4/NFATC2/KLF5/CREB3L1/TP73/MAFB/BARX2/OVOL2/EHF/TFAP2A/SMAD1/OTX1/GRHL1/SIX2/GRHL2/POU2F3/PAX8/E2F4/BNC1/SOX9/KLF7/ETV5/EGR1/ZNF606/SREBF1/SOX1/FOXN1/FOXF2/ARNT2/HOXC10/ETV4/DLX3	37
GO:0005518	collagen binding	13/640	64/13763	6.1785651351002e-06	0.000851406275616808	0.000822074350607017	CD44/DCN/ANTXR1/LRRC15/LUM/CRTAP/SPARC/FN1/LOX/ECM2/ITGB1/CTSK/PCOLCE	13
GO:0005539	glycosaminoglycan binding	23/640	178/13763	8.57221893011488e-06	0.000984376473808192	0.000950463572602211	CD44/DCN/BGN/LAMC2/GPNMB/POSTN/SMOC2/PRELP/FGF10/CCDC80/RTN4R/PTPRF/FN1/ANG/RPL29/SULF2/FGFR2/FGFBP1/ECM2/VCAN/BMP4/BMP7/PCOLCE	23
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	36/640	357/13763	1.04487768826737e-05	0.00102845818173746	0.000993026615015006	IRF6/TP63/GRHL3/ESR1/HLF/IRF4/NFATC2/KLF5/CREB3L1/TP73/MAFB/BARX2/OVOL2/EHF/TFAP2A/SMAD1/OTX1/GRHL1/SIX2/GRHL2/POU2F3/PAX8/E2F4/SOX9/KLF7/ETV5/EGR1/ZNF606/SREBF1/SOX1/FOXN1/FOXF2/ARNT2/HOXC10/ETV4/DLX3	36
GO:0008201	heparin binding	18/640	130/13763	3.17372231935053e-05	0.00273336834754064	0.00263920066556517	LAMC2/GPNMB/POSTN/SMOC2/PRELP/FGF10/CCDC80/RTN4R/PTPRF/FN1/ANG/RPL29/FGFR2/FGFBP1/ECM2/BMP4/BMP7/PCOLCE	18
GO:0019843	rRNA binding	11/640	62/13763	0.000117585041992948	0.00900178821479347	0.00869166626193488	RPL23A/RPS18/RPS13/ANG/RPL8/RCC1L/RPL12/RPL23/RPS14/RPL11/RPL5	11
GO:0098631	cell adhesion mediator activity	10/640	62/13763	0.00053056185462519	0.0365557117836756	0.0352963254866442	TRIM29/DSP/PKP3/SIRPA/NINJ1/BSG/DSC2/ITGB1/S100A11/PPP1CA	10
GO:0045125	bioactive lipid receptor activity	4/640	10/13763	0.00077696278468788	0.0486661235136318	0.0469895196098316	S1PR2/SPHK1/S1PR5/LPAR1	4
